n,D
90000,1282557
90000,1218792
90000,1454708
90000,1286028
90000,1156837
90000,1336885
90000,1350885
90000,1370574
90000,1538395
90000,1212749
90000,1209271
90000,1257035
90000,1302643
90000,1169753
90000,1232843
90000,1392896
90000,1416796
90000,1426939
90000,1290832
90000,1236275
90000,1383395
90000,1282666
90000,1328767
90000,1511755
90000,1301143
90000,1390637
90000,1459313
90000,1156902
90000,1228133
90000,1205979
90000,1304890
90000,1742200
90000,1401195
90000,1253377
90000,1183110
90000,1409317
90000,1326871
90000,1292480
90000,1291078
90000,1236117
90000,1332879
90000,1176734
90000,1294415
90000,1296625
90000,1305213
90000,1157883
90000,1314151
91000,1283967
91000,1422990
91000,1198280
91000,1315180
91000,1277090
91000,1247404
91000,1207941
91000,1167832
91000,1330393
91000,1783224
91000,1259429
91000,1399879
91000,1494138
91000,1313718
91000,1345024
91000,1314185
91000,1253892
91000,1294688
91000,1500830
91000,1518301
91000,1400123
91000,1192647
91000,1305130
91000,1370843
91000,1383653
91000,1502202
91000,1214811
91000,1122601
91000,1242865
91000,1260751
91000,1163464
91000,1471324
91000,1679699
91000,1391431
91000,1407719
91000,1203683
91000,1289443
91000,1264458
91000,1651132
91000,1317736
91000,1400870
91000,1365622
91000,1371778
91000,1338481
91000,1510179
91000,1425943
91000,1399951
91000,1310452
91000,1742032
91000,1396294
92000,1462837
92000,1291560
92000,1313100
92000,1339557
92000,1158657
92000,1339354
92000,1229638
92000,1255112
92000,1234571
92000,1383160
92000,1305920
92000,1428074
92000,1759243
92000,1208783
92000,1604804
92000,1361056
92000,1223618
92000,1264403
92000,1343297
92000,1380873
92000,1293424
92000,1253258
92000,1258615
92000,1330258
92000,1313137
92000,1188091
92000,1415834
92000,1297273
92000,1354590
92000,1456999
92000,1170926
92000,1524883
92000,1516980
92000,1356539
92000,1235365
92000,1321403
92000,1220871
92000,1225562
92000,1582468
92000,1267194
92000,1428752
92000,1469927
92000,1434902
92000,1306670
92000,1470289
92000,1397227
92000,1595321
92000,1200624
92000,1344047
92000,1374925
93000,1253802
93000,1573001
93000,1379017
93000,1349791
93000,1541782
93000,1320935
93000,1440872
93000,1159913
93000,1404373
93000,1284647
93000,1276157
93000,1302487
93000,1380184
93000,1202373
93000,1265903
93000,1511014
93000,1355646
93000,1257237
93000,1291794
93000,1325955
93000,1423022
93000,1197872
93000,1341043
93000,1249104
93000,1179847
93000,1452912
93000,1322960
93000,1306803
93000,1458856
93000,1497952
93000,1390745
93000,1396618
93000,1416263
93000,1465584
93000,1269053
93000,1237949
93000,1250195
93000,1234772
93000,1144206
93000,1226090
93000,1321380
93000,1257742
93000,1266371
93000,1261527
93000,1282953
93000,1289460
93000,1408844
93000,1406570
93000,1427048
93000,1310645
94000,1560370
94000,1359258
94000,1235437
94000,1516254
94000,1473347
94000,1328793
94000,1203841
94000,1354802
94000,1417871
94000,1473575
94000,1407212
94000,1329496
94000,1265007
94000,1366036
94000,1399155
94000,1259465
94000,1243476
94000,1351816
94000,1350478
94000,1372083
94000,1327049
94000,1368214
94000,1535663
94000,1293098
94000,1428228
94000,1490980
94000,1291610
94000,1491230
94000,1543621
94000,1308778
94000,1362895
94000,1396183
94000,1670517
94000,1336038
94000,2001852
94000,1513165
94000,1485971
94000,1365934
94000,1495684
94000,1484049
94000,1620779
94000,1260758
94000,1286262
94000,1450993
94000,1305780
94000,1359972
94000,1318021
94000,1331740
94000,1428577
94000,1373578
95000,1246134
95000,1619934
95000,1416782
95000,1600778
95000,1428682
95000,1216846
95000,1333591
95000,1337253
95000,1500713
95000,1483012
95000,1550896
95000,1327591
95000,1507561
95000,1430261
95000,1456733
95000,1254675
95000,1617649
95000,1515535
95000,1547067
95000,1387966
95000,1863431
95000,1326557
95000,1228901
95000,1551202
95000,1456365
95000,1264163
95000,1265546
95000,1384339
95000,1299253
95000,1481532
95000,1457357
95000,1383495
95000,1356105
95000,1333854
95000,1398671
95000,1355672
95000,1373060
95000,1337100
95000,1411289
95000,1389908
95000,1467197
95000,1487500
95000,1305262
95000,1634896
95000,1503858
95000,1196374
95000,1451094
95000,1243904
95000,1298568
95000,1353109
96000,1214265
96000,1231870
96000,1339531
96000,1797904
96000,1494995
96000,1328545
96000,1358557
96000,1496853
96000,1671423
96000,1336976
96000,1208059
96000,1550650
96000,1319679
96000,1400587
96000,1308106
96000,1201922
96000,1322976
96000,1431467
96000,1344596
96000,1411446
96000,1479367
96000,1397262
96000,1521558
96000,1225367
96000,1381648
96000,1339152
96000,1386925
96000,1463828
96000,1416052
96000,1406318
96000,1589070
96000,1491707
96000,1391306
96000,1424482
96000,1489707
96000,1279962
96000,1604067
96000,1390735
96000,1198264
96000,1280439
96000,1372509
96000,1382271
96000,1260394
96000,1487861
96000,1314446
96000,1278710
96000,1361006
96000,1323430
96000,1560860
96000,1384632
97000,1356705
97000,1349088
97000,1509050
97000,1351948
97000,1552667
97000,1311229
97000,1457653
97000,1321566
97000,1288319
97000,1645244
97000,1358097
97000,1366692
97000,1808646
97000,1292936
97000,1418879
97000,1708931
97000,1788126
97000,1692479
97000,1354514
97000,1483485
97000,1536929
97000,1499231
97000,1297354
97000,1615015
97000,1354407
97000,1339046
97000,1444613
97000,1497011
97000,1249956
97000,1434450
97000,1440699
97000,1450481
97000,1388722
97000,1538436
97000,1357958
97000,1496780
97000,1281957
97000,1779163
97000,1473401
97000,1535674
97000,1502908
97000,1399921
97000,1583599
97000,1397227
97000,1499070
97000,1312856
97000,1523510
97000,1531889
97000,1480362
97000,1440013
98000,1232235
98000,1296023
98000,1356798
98000,1353898
98000,1346622
98000,1275594
98000,1518308
98000,1343646
98000,1339734
98000,1229546
98000,1506687
98000,1634709
98000,1426045
98000,1351584
98000,1505464
98000,1324281
98000,1391380
98000,1291226
98000,1344299
98000,1331068
98000,1333288
98000,1285100
98000,1391073
98000,1440253
98000,1391340
98000,1410029
98000,1415757
98000,1444033
98000,1485924
98000,1433949
98000,1518864
98000,1370699
98000,1601889
98000,1408042
98000,1603965
98000,1590085
98000,1427433
98000,1534898
98000,1775224
98000,1329933
98000,1327384
98000,1310132
98000,1304702
98000,1663065
98000,1633160
98000,1496899
98000,1449654
98000,1525003
98000,1820854
98000,1485173
99000,1572128
99000,1433006
99000,1270548
99000,1484765
99000,1529047
99000,1433352
99000,1399346
99000,1370658
99000,1497765
99000,1323755
99000,1373975
99000,1528393
99000,1525437
99000,1360400
99000,1722140
99000,1359821
99000,1490849
99000,1469772
99000,1623610
99000,1525765
99000,1370559
99000,1630602
99000,1554004
99000,1410206
99000,1379998
99000,1486499
99000,1396255
99000,1466480
99000,1516832
99000,1399836
99000,1437661
99000,1413893
99000,1422758
99000,1345975
99000,1266110
99000,1533049
99000,1544973
99000,1592545
99000,1454414
99000,1417777
99000,1395957
99000,1382347
99000,1738448
99000,1854747
99000,1406568
99000,1438254
99000,1509152
99000,1904325
99000,1418848
99000,1490133
100000,1356819
100000,1453543
100000,1675817
100000,1347679
100000,1453299
100000,1314734
100000,1416811
100000,1330133
100000,1364151
100000,1400949
100000,1295062
100000,1794494
100000,1394680
100000,1379035
100000,1623666
100000,1533244
100000,1284190
100000,1474992
100000,1284076
100000,1326374
100000,1694670
100000,1760087
100000,1386320
100000,1313938
100000,1385042
100000,1310539
100000,1452448
100000,1463823
100000,1578245
100000,1714396
100000,1451569
100000,1618344
100000,1445064
100000,1386380
100000,1397131
100000,1491011
100000,1541589
100000,1503624
100000,1663159
100000,1490616
100000,1745521
100000,1607005
100000,1430210
100000,1512301
100000,1718062
100000,1670560
100000,1417241
100000,1954053
100000,1479307
100000,1529785
