n,D-C
94000,172142
94000,441866
94000,295860
94000,160360
94000,120147
94000,58196
94000,169179
94000,210712
94000,329349
94000,134294
94000,195086
94000,264240
94000,174527
94000,110043
94000,163954
94000,307237
94000,306152
94000,95468
94000,160800
94000,225859
94000,394594
94000,240004
94000,314300
94000,305851
94000,152524
94000,412556
94000,503062
94000,187912
94000,218201
94000,275194
94000,27688
94000,409638
94000,280383
94000,460538
94000,368468
94000,291271
94000,479200
94000,334328
94000,576420
94000,131922
94000,155671
94000,288655
94000,332566
94000,65517
94000,200023
94000,154609
94000,7397
94000,290717
95000,121830
95000,497999
95000,207724
95000,346692
95000,88798
95000,24467
95000,187887
95000,297830
95000,84411
95000,108903
95000,431190
95000,70933
95000,37859
95000,393372
95000,231772
95000,117532
95000,488345
95000,303916
95000,532082
95000,331795
95000,706572
95000,232974
95000,62154
95000,297365
95000,334648
95000,291869
95000,110630
95000,413710
95000,188504
95000,55233
95000,238072
95000,130010
95000,324623
95000,231512
95000,329935
95000,193474
95000,362136
95000,133338
95000,340526
95000,371806
95000,369934
95000,396149
95000,36308
95000,147185
95000,161661
95000,143266
95000,369274
95000,75901
95000,191458
95000,353540
96000,60666
96000,261357
96000,285437
96000,789280
96000,484093
96000,323263
96000,290092
96000,432964
96000,187071
96000,207466
96000,210166
96000,401660
96000,287550
96000,322206
96000,276700
96000,221876
96000,174844
96000,374659
96000,343368
96000,182544
96000,400348
96000,294023
96000,420290
96000,116223
96000,4688
96000,278589
96000,160000
96000,220878
96000,287412
96000,324156
96000,529314
96000,345903
96000,286316
96000,360674
96000,344553
96000,314333
96000,69686
96000,143410
96000,6403
96000,189536
96000,134250
96000,98877
96000,255982
96000,238297
96000,298654
96000,209304
96000,200620
96000,147040
96000,408658
96000,198685
97000,275844
97000,108630
97000,183351
97000,205012
97000,413997
97000,134527
97000,182892
97000,143500
97000,258235
97000,284076
97000,216735
97000,224467
97000,537836
97000,87070
97000,338852
97000,42778
97000,698753
97000,412535
97000,124376
97000,258302
97000,402438
97000,331943
97000,205730
97000,166292
97000,199789
97000,281161
97000,316453
97000,225116
97000,146961
97000,218143
97000,471933
97000,105401
97000,406654
97000,508181
97000,73572
97000,384459
97000,104590
97000,418057
97000,327355
97000,272072
97000,492091
97000,261159
97000,510959
97000,405411
97000,432850
97000,208217
97000,501611
97000,335773
97000,441275
97000,468512
98000,73627
98000,50507
98000,101503
98000,329132
98000,345160
98000,256565
98000,395390
98000,152129
98000,290062
98000,94480
98000,6418
98000,623281
98000,178036
98000,160453
98000,503055
98000,261551
98000,204090
98000,19897
98000,98800
98000,279383
98000,279434
98000,199074
98000,453203
98000,267411
98000,232074
98000,170091
98000,369395
98000,220521
98000,329912
98000,355619
98000,370824
98000,144150
98000,154165
98000,144326
98000,177547
98000,444946
98000,263644
98000,359307
98000,736082
98000,133546
98000,263132
98000,212104
98000,183225
98000,518543
98000,220246
98000,397663
98000,448000
98000,403905
98000,174536
98000,212338
99000,180533
99000,177156
99000,65441
99000,126692
99000,523019
99000,257504
99000,241601
99000,260102
99000,193974
99000,147221
99000,92331
99000,319097
99000,58031
99000,172234
99000,499888
99000,67845
99000,342745
99000,327026
99000,512243
99000,468636
99000,310591
99000,78810
99000,334568
99000,165474
99000,198404
99000,427425
99000,268969
99000,187258
99000,351733
99000,141230
99000,350231
99000,269850
99000,162318
99000,104621
99000,219693
99000,244533
99000,254256
99000,354641
99000,193474
99000,252497
99000,148477
99000,82680
99000,106123
99000,794258
99000,291405
99000,281997
99000,340974
99000,66643
99000,393769
99000,411699
100000,286429
100000,312539
100000,334123
100000,64280
100000,210839
100000,64568
100000,55406
100000,99285
100000,83538
100000,11465
100000,198387
100000,677761
100000,19639
100000,249733
100000,358267
100000,462123
100000,186832
100000,362214
100000,110865
100000,232531
100000,20284
100000,507163
100000,327526
100000,162849
100000,283715
100000,305396
100000,333911
100000,327268
100000,256424
100000,420890
100000,345037
100000,297935
100000,298311
100000,317193
100000,271692
100000,170869
100000,491383
100000,253173
100000,249976
100000,420784
100000,352694
100000,325480
100000,322560
100000,342779
100000,293594
100000,165816
100000,71103
100000,750632
100000,166124
100000,457137
