n,U
94000,34548
94000,34558
94000,34563
94000,34785
94000,34675
94000,34539
94000,34539
94000,34543
94000,34524
94000,34591
94000,34479
94000,34572
94000,34548
94000,34642
94000,34533
94000,34574
94000,34589
94000,34565
94000,34537
94000,34782
94000,34527
94000,34465
94000,34669
95000,34861
95000,34953
95000,34833
95000,35005
95000,34992
95000,34949
95000,34795
95000,35021
95000,34829
95000,35064
95000,34897
95000,35054
95000,34877
95000,34848
95000,34763
95000,35040
95000,34905
95000,34816
95000,34946
95000,35086
95000,34757
95000,34951
95000,35119
95000,34789
95000,34785
95000,35217
95000,34879
95000,34910
95000,34918
95000,34843
95000,35031
95000,34908
95000,34839
95000,34935
95000,34908
95000,34990
95000,35069
95000,34972
95000,34962
95000,34978
95000,35055
95000,34881
95000,35017
95000,34970
95000,34880
95000,34943
95000,35021
95000,34962
95000,34893
95000,34973
96000,35368
96000,35452
96000,35337
96000,35501
96000,35280
96000,35208
96000,35316
96000,35293
96000,35374
96000,35357
96000,35450
96000,35230
96000,35418
96000,35259
96000,35353
96000,35385
96000,35283
96000,35414
96000,35207
96000,35289
96000,35037
96000,35287
96000,35327
96000,35432
96000,35255
96000,35261
96000,35374
96000,35330
96000,35289
96000,35543
96000,35489
96000,35249
96000,35267
96000,35281
96000,35363
96000,35233
96000,35304
96000,35352
96000,35443
96000,35378
96000,35232
96000,35169
96000,35403
96000,35368
96000,35223
96000,35342
96000,35291
96000,35263
96000,35291
96000,35396
97000,35778
97000,35582
97000,35653
97000,35731
97000,35790
97000,35624
97000,35680
97000,35624
97000,35827
97000,35701
97000,35598
97000,35535
97000,35686
97000,35758
97000,35744
97000,35823
97000,35793
97000,35649
97000,35642
97000,35769
97000,35688
97000,35803
97000,35761
97000,35658
97000,35661
97000,35721
97000,35592
97000,35789
97000,35507
97000,35643
97000,35697
97000,35739
97000,35757
97000,35742
97000,35572
97000,35786
97000,35525
97000,35668
97000,35570
97000,35758
97000,35740
97000,35681
97000,35857
97000,35702
97000,35728
97000,35641
97000,35597
97000,35694
97000,35455
97000,35783
98000,35988
98000,36031
98000,36161
98000,36262
98000,36013
98000,35991
98000,36066
98000,35989
98000,35939
98000,35931
98000,36043
98000,36081
98000,36155
98000,36146
98000,36137
98000,35895
98000,36175
98000,36100
98000,36104
98000,36015
98000,36157
98000,35933
98000,35894
98000,36092
98000,36017
98000,36092
98000,36109
98000,35954
98000,36229
98000,36170
98000,36112
98000,36077
98000,36014
98000,36008
98000,35890
98000,36038
98000,36013
98000,36003
98000,36161
98000,35826
98000,36096
98000,35994
98000,36121
98000,36218
98000,36039
98000,36008
98000,36134
98000,36075
98000,35966
98000,36028
99000,36350
99000,36355
99000,36386
99000,36270
99000,36376
99000,36288
99000,36343
99000,36614
99000,36342
99000,36361
99000,36401
99000,36502
99000,36379
99000,36350
99000,36360
99000,36312
99000,36429
99000,36525
99000,36444
99000,36295
99000,36433
99000,36327
99000,36559
99000,36372
99000,36442
99000,36539
99000,36450
99000,36487
99000,36560
99000,36405
99000,36248
99000,36412
99000,36534
99000,36481
99000,36396
99000,36364
99000,36385
99000,36442
99000,36454
99000,36548
99000,36390
99000,36330
99000,36385
99000,36431
99000,36499
99000,36368
99000,36513
99000,36434
99000,36368
99000,36383
100000,36782
100000,36760
100000,36614
100000,36622
100000,36839
100000,36872
100000,36695
100000,36837
100000,36676
100000,36809
100000,36568
100000,36808
100000,36766
100000,36788
100000,36808
100000,36869
100000,36941
100000,36894
100000,36887
100000,36885
100000,36748
100000,36707
100000,36816
100000,36932
100000,36728
100000,36878
100000,36924
100000,36752
100000,36808
100000,36676
100000,36745
100000,36644
100000,36671
100000,36650
100000,36821
100000,36704
100000,36621
100000,36724
100000,36790
100000,36936
100000,36755
100000,36808
100000,36752
100000,36672
100000,36835
100000,36795
100000,36829
100000,36803
100000,36711
100000,36782
