n,C
92000,973851
92000,1035148
92000,1574643
92000,985710
92000,1062351
92000,1067090
93000,1067535
93000,1334571
93000,1139845
93000,1084923
93000,1207528
93000,1275456
93000,1091313
93000,1076203
93000,1065475
93000,1166536
93000,1109422
93000,1177371
93000,1068189
93000,1062371
93000,1043312
93000,1068657
93000,1310107
93000,981477
93000,1187082
93000,1121937
93000,1218985
93000,1142767
93000,1177220
93000,1018014
93000,1154696
93000,1120885
93000,1042258
93000,1193788
93000,1029725
93000,1154660
93000,1040638
93000,1249357
93000,984278
93000,1138202
93000,1095816
93000,986048
93000,1005902
93000,1045596
93000,971844
93000,1100742
93000,1019513
93000,998213
93000,1118707
93000,1101669
93000,1048116
93000,1014353
93000,1308069
93000,1384929
93000,1230305
93000,1265763
94000,1354228
94000,973754
94000,1063295
94000,1074388
94000,1177487
94000,1168433
94000,1083694
94000,1296606
94000,1248692
94000,1262863
94000,1077863
94000,1195202
94000,1069921
94000,1101796
94000,1224628
94000,1149422
94000,1079522
94000,1044579
94000,1044326
94000,1276615
94000,1166249
94000,1142355
94000,1141069
94000,1053094
94000,1113928
94000,1185129
94000,1139086
94000,1078674
94000,1040559
94000,1120866
94000,1144694
94000,1120989
94000,1642829
94000,926400
94000,1721469
94000,1052627
94000,1117503
94000,1074663
94000,1016484
94000,1149721
94000,1044359
94000,1128836
94000,1130591
94000,1162338
94000,973214
94000,1294455
94000,1117998
94000,1177131
94000,1421180
94000,1082861
95000,1124304
95000,1121935
95000,1209058
95000,1254086
95000,1339884
95000,1192379
95000,1145704
95000,1039423
95000,1416302
95000,1374109
95000,1119706
95000,1256658
95000,1469702
95000,1036889
95000,1224961
95000,1137143
95000,1129304
95000,1211619
95000,1014985
95000,1056171
95000,1156859
95000,1093583
95000,1166747
95000,1253837
95000,1121717
95000,972294
95000,1154916
95000,970629
95000,1110749
95000,1426299
95000,1219285
95000,1253485
95000,1031482
95000,1102342
95000,1068736
95000,1162198
95000,1010924
95000,1203762
95000,1070763
95000,1018102
95000,1097263
95000,1091351
95000,1268954
95000,1487711
95000,1342197
95000,1053108
95000,1081820
95000,1168003
95000,1107110
95000,999569
96000,1153599
96000,970513
96000,1054094
96000,1008624
96000,1010902
96000,1005282
96000,1068465
96000,1063889
96000,1484352
96000,1129510
96000,997893
96000,1148990
96000,1032129
96000,1078381
96000,1031406
96000,980046
96000,1148132
96000,1056808
96000,1001228
96000,1228902
96000,1079019
96000,1103239
96000,1101268
96000,1109144
96000,1376960
96000,1060563
96000,1226925
96000,1242950
96000,1128640
96000,1082162
96000,1059756
96000,1145804
96000,1104990
96000,1063808
96000,1145154
96000,965629
96000,1534381
96000,1247325
96000,1191861
96000,1090903
96000,1238259
96000,1283394
96000,1004412
96000,1249564
96000,1015792
96000,1069406
96000,1160386
96000,1176390
96000,1152202
96000,1185947
97000,1080861
97000,1240458
97000,1325699
97000,1146936
97000,1138670
97000,1176702
97000,1274761
97000,1178066
97000,1030084
97000,1361168
97000,1141362
97000,1142225
97000,1270810
97000,1205866
97000,1080027
97000,1666153
97000,1089373
97000,1279944
97000,1230138
97000,1225183
97000,1134491
97000,1167288
97000,1091624
97000,1448723
97000,1154618
97000,1057885
97000,1128160
97000,1271895
97000,1102995
97000,1216307
97000,968766
97000,1345080
97000,982068
97000,1030255
97000,1284386
97000,1112321
97000,1177367
97000,1361106
97000,1146046
97000,1263602
97000,1010817
97000,1138762
97000,1072640
97000,991816
97000,1066220
97000,1104639
97000,1021899
97000,1196116
97000,1039087
97000,971501
98000,1158608
98000,1245516
98000,1255295
98000,1024766
98000,1001462
98000,1019029
98000,1122918
98000,1191517
98000,1049672
98000,1135066
98000,1500269
98000,1011428
98000,1248009
98000,1191131
98000,1002409
98000,1062730
98000,1187290
98000,1271329
98000,1245499
98000,1051685
98000,1053854
98000,1086026
98000,937870
98000,1172842
98000,1159266
98000,1239938
98000,1046362
98000,1223512
98000,1156012
98000,1078330
98000,1148040
98000,1226549
98000,1447724
98000,1263716
98000,1426418
98000,1145139
98000,1163789
98000,1175591
98000,1039142
98000,1196387
98000,1064252
98000,1098028
98000,1121477
98000,1144522
98000,1412914
98000,1099236
98000,1001654
98000,1121098
98000,1646318
98000,1272835
99000,1391595
99000,1255850
99000,1205107
99000,1358073
99000,1006028
99000,1175848
99000,1157745
99000,1110556
99000,1303791
99000,1176534
99000,1281644
99000,1209296
99000,1467406
99000,1188166
99000,1222252
99000,1291976
99000,1148104
99000,1142746
99000,1111367
99000,1057129
99000,1059968
99000,1551792
99000,1219436
99000,1244732
99000,1181594
99000,1059074
99000,1127286
99000,1279222
99000,1165099
99000,1258606
99000,1087430
99000,1144043
99000,1260440
99000,1241354
99000,1046417
99000,1288516
99000,1290717
99000,1237904
99000,1260940
99000,1165280
99000,1247480
99000,1299667
99000,1632325
99000,1060489
99000,1115163
99000,1156257
99000,1168178
99000,1837682
99000,1025079
99000,1078434
100000,1070390
100000,1141004
100000,1341694
100000,1283399
100000,1242460
100000,1250166
100000,1361405
100000,1230848
100000,1280613
100000,1389484
100000,1096675
100000,1116733
100000,1375041
100000,1129302
100000,1265399
100000,1071121
100000,1097358
100000,1112778
100000,1173211
100000,1093843
100000,1674386
100000,1252924
100000,1058794
100000,1151089
100000,1101327
100000,1005143
100000,1118537
100000,1136555
100000,1321821
100000,1293506
100000,1106532
100000,1320409
100000,1146753
100000,1069187
100000,1125439
100000,1320142
100000,1050206
100000,1250451
100000,1413183
100000,1069832
100000,1392827
100000,1281525
100000,1107650
100000,1169522
100000,1424468
100000,1504744
100000,1346138
100000,1203421
100000,1313183
100000,1072648
