n,C-D
94000,435971
94000,97670
94000,195894
94000,152557
94000,175755
94000,105573
94000,78223
94000,227953
94000,206993
94000,281379
94000,225533
94000,125049
94000,209321
94000,367428
94000,306433
94000,214832
94000,488823
94000,203920
94000,366089
94000,177918
94000,327084
94000,185683
94000,215776
94000,456283
94000,185742
94000,456516
94000,324620
94000,101227
94000,246088
94000,359801
94000,143678
94000,266786
94000,152244
94000,478038
94000,65268
94000,350377
94000,388111
94000,342968
94000,136396
94000,294697
95000,407371
95000,376596
95000,163516
95000,451041
95000,565181
95000,283629
95000,305640
95000,74256
95000,501509
95000,124649
95000,326775
95000,188141
95000,499322
95000,366146
95000,513852
95000,345493
95000,207975
95000,91585
95000,46270
95000,46104
95000,335835
95000,86338
95000,255842
95000,337915
95000,130353
95000,169091
95000,176214
95000,116012
95000,578602
95000,183413
95000,48442
95000,6979
95000,168958
95000,203092
95000,107384
95000,201940
95000,353963
95000,148576
95000,186241
95000,291926
95000,370751
95000,270223
95000,77139
95000,94154
95000,235679
95000,348341
95000,421055
95000,272411
95000,301575
95000,420094
96000,208872
96000,71266
96000,200131
96000,391086
96000,178794
96000,265405
96000,312269
96000,72450
96000,416330
96000,206934
96000,216731
96000,257000
96000,200296
96000,334999
96000,347174
96000,496187
96000,209645
96000,200508
96000,54026
96000,297225
96000,93480
96000,240930
96000,257166
96000,308410
96000,245143
96000,77763
96000,242528
96000,116229
96000,394697
96000,129008
96000,301546
96000,376557
96000,192040
96000,172799
96000,455206
96000,142326
96000,162728
96000,187150
96000,222050
96000,188140
96000,261447
96000,369447
96000,260126
96000,355129
96000,475605
96000,203955
96000,323600
96000,257337
96000,110003
96000,362407
97000,412241
97000,283815
97000,66158
97000,660002
97000,394037
97000,352744
97000,89786
97000,276010
97000,409320
97000,68190
97000,141698
97000,394974
97000,276105
97000,24717
97000,368818
97000,253339
97000,48012
97000,458235
97000,444770
97000,125473
97000,290083
97000,269805
97000,221618
97000,166806
97000,398356
97000,165618
97000,53861
97000,218033
97000,84748
97000,186934
97000,361768
97000,479387
97000,235093
97000,168336
97000,342729
97000,242770
97000,244766
97000,476935
97000,157898
97000,375485
97000,174918
97000,72520
97000,134455
97000,180969
97000,75925
97000,210062
97000,168385
97000,464499
97000,247537
97000,344393
98000,391247
98000,603398
98000,198165
98000,262046
98000,408111
98000,408485
98000,685434
98000,244581
98000,341581
98000,49325
98000,386608
98000,376311
98000,612904
98000,282203
98000,104873
98000,282086
98000,77948
98000,133917
98000,258631
98000,9504
98000,303248
98000,214327
98000,186450
98000,98649
98000,320057
98000,359925
98000,124690
98000,57993
98000,265454
98000,138494
98000,374576
98000,265146
98000,83876
98000,160871
98000,259942
98000,566678
98000,352794
98000,237278
98000,171992
98000,457281
98000,140424
98000,106294
98000,416224
98000,160430
98000,418044
98000,390727
98000,10780
98000,312976
98000,759435
98000,366902
99000,175041
99000,359768
99000,219107
99000,120293
99000,222533
99000,321923
99000,165613
99000,314626
99000,128283
99000,378814
99000,128409
99000,138697
99000,100158
99000,383097
99000,108439
99000,322583
99000,72788
99000,75128
99000,12203
99000,383250
99000,372579
99000,257073
99000,305148
99000,267588
99000,315823
99000,155839
99000,358725
99000,35965
99000,339561
99000,426971
99000,362767
99000,43869
99000,103032
99000,502144
99000,252049
99000,182720
99000,322762
99000,418099
99000,247849
99000,339627
99000,261356
99000,119063
99000,66014
99000,161011
99000,338764
99000,4772
99000,325223
99000,111444
99000,29801
99000,269534
100000,386356
100000,392233
100000,32867
100000,412533
100000,179653
100000,346305
100000,439051
100000,154415
100000,178590
100000,66586
100000,215556
100000,276996
100000,393470
100000,269945
100000,49068
100000,214699
100000,208692
100000,666101
100000,53426
100000,55997
100000,500486
100000,144029
100000,302677
100000,187106
100000,426947
100000,382489
100000,60183
100000,122024
100000,203910
100000,329552
100000,329457
100000,191732
100000,393099
100000,144561
100000,173326
100000,444145
100000,446176
100000,337999
100000,309825
100000,206763
100000,432654
100000,298479
100000,161047
100000,190891
100000,398394
100000,122316
100000,278760
100000,187153
100000,364642
100000,452332
